vendor_id,vendor_name,industry,location,contact_person,quality_score,delivery_score,price_competitiveness,financial_rating,compliance_score,past_disputes,years_in_business,number_of_employees,annual_turnover_cr,certifications,payment_terms,registration_date,last_evaluation_date,blacklisted,overall_score,risk_category
VEN01233,Momentum Group 664 Limited,Wind Energy,Saharanpur,Gaurav Iyer,73.26,68.89,78.78,69.19,68.4,3,30,22,51.11,None,"Advance 20%, Balance 80%",2006-06-26,2025-08-07,No,67.858,High Risk
VEN01234,Quality Hyderabad Exports Inc,Scaffolding,Rourkela,Pankaj Singh,81.89,74.72,75.18,85.92,85.48,4,9,1735,339.16,"ISO 9001, ISO 14001",Net 45 days,2021-03-23,2025-02-01,No,76.4995,Medium Risk
VEN01235,Galaxy Engineering 615 & Associates,Mining Equipment,Nashik,Sumit Desai,77.45,81.26,72.17,82.39,78.32,3,25,56,86.18,None,Net 90 days,2021-02-27,2025-10-01,No,74.516,High Risk
VEN01236,Excellence Associates Inc,Plumbing & Sanitation,Hyderabad,Rohan Nair,76.55,86.96,81.82,85.38,86.59,0,6,1593,112.91,"ISO 9001, ISO 14001",Net 60 days,2022-09-13,2025-05-28,No,78.867,Medium Risk
VEN01237,Quality Mysore Networks & Associates,Railway Infrastructure,Agra,Abhishek Desai,74.81,80.94,71.2,77.37,82.52,5,10,64,66.36,None,Net 45 days,2023-11-09,2025-07-10,No,73.1725,High Risk
VEN01238,Phoenix Developers Inc,Carpentry & Woodwork,Tirunelveli,Ankit Mehta,47.4,56.1,45.22,44.95,59.34,17,19,37,18.15,None,"Advance 20%, Balance 80%",2025-06-13,2025-08-20,No,46.894,High Risk
VEN01239,Mumbai Constructions & Co,Interior Design,Cuttack,Sanjay Iyer,67.44,77.47,76.69,64.46,69.78,1,24,57,80.15,None,Net 90 days,2020-11-03,2025-01-13,No,67.1665,High Risk
VEN01240,Summit Engineering Limited,Waterproofing,Vasai-Virar,Ramesh Patel,91.41,97.01,89.09,88.58,93.07,0,5,1151,120.6,"ISO 9001, ISO 14001",Progress Payment,2022-12-06,2025-10-11,No,87.2945,Low Risk
VEN01241,Orion Builders & Partners,Fire Safety,Bhubaneswar,Ashok Chopra,80.82,80.98,71.9,73.57,84.88,0,16,51,19.93,ISO 9001,"Advance 20%, Balance 80%",2018-05-29,2025-05-09,No,74.63199999999999,High Risk
VEN01242,Omega Consultants Inc,Waterproofing,Ujjain,Rahul Kumar,84.0,84.85,89.22,85.2,80.4,1,4,935,140.05,ISO 14001,Letter of Credit,2023-11-19,2025-06-11,No,80.403,Medium Risk
VEN01243,Malegaon Logistics & Associates,Airport Construction,Indore,Ankit Bhatia,80.56,81.72,73.88,81.93,87.01,4,28,1512,369.74,"ISO 9001, ISO 14001",Net 45 days,2023-07-15,2025-05-22,No,76.8035,Medium Risk
VEN01244,Universal Traders LLP,Wind Energy,Gulbarga,Rajesh Iyer,98.39,100.0,100.0,96.06,97.13,2,7,963,464.42,ISO 9001,"Advance 20%, Balance 80%",2020-01-11,2025-06-23,No,93.279,Low Risk
VEN01245,Precision Logistics Pvt Ltd,Scaffolding,Jabalpur,Vikram Malhotra,75.0,74.02,77.54,74.61,72.89,5,14,80,71.21,"ISO 9001, ISO 14001",Letter of Credit,2023-03-01,2025-09-21,No,70.7905,High Risk
VEN01246,Velocity Kalyan-Dombivali Consultants Ltd,Landscaping,Patna,Pankaj Rao,79.44,87.93,90.16,83.48,92.41,0,21,1613,429.37,"ISO 9001, ISO 14001, OHSAS 18001",Net 30 days,2006-06-24,2025-05-07,No,81.5275,Medium Risk
VEN01247,Mangalore Technologies & Associates,Industrial Automation,Chennai,Sandeep Mishra,65.23,60.43,55.22,57.42,68.72,6,11,79,18.44,None,Net 30 days,2021-07-27,2025-08-19,No,58.16850000000001,High Risk
VEN01248,Delhi Networks & Partners,Mining Equipment,Asansol,Vishal Agarwal,73.89,55.65,66.47,68.64,60.84,10,15,54,66.67,None,"Advance 20%, Balance 80%",2025-03-20,2025-02-24,No,61.927,High Risk
VEN01249,Jammu Enterprises & Partners,Scaffolding,Bhiwandi,Prakash Rao,62.51,68.66,61.93,78.19,64.96,4,16,69,94.09,None,Progress Payment,2015-10-13,2025-11-24,No,63.83099999999999,High Risk
VEN01250,Bhopal Corporation LLP,Textile Machinery,Mangalore,Dinesh Kumar,55.18,55.96,55.94,69.54,57.93,10,29,78,82.97,None,Net 45 days,2023-03-10,2025-05-12,No,55.4755,High Risk
VEN01251,Ambattur Services & Associates,Construction & Infrastructure,Gwalior,Mukesh Kumar,96.93,93.54,93.13,93.41,100.0,1,5,1470,493.36,ISO 14001,Progress Payment,2021-03-31,2025-06-03,No,90.542,Low Risk
VEN01252,Optimal Bareilly Projects Private Limited,Chemical Engineering,Bhopal,Gaurav Pandey,98.26,88.44,96.39,91.21,91.45,1,7,1371,292.62,"ISO 9001, ISO 14001",Net 45 days,2022-05-08,2025-07-02,No,88.62100000000001,Low Risk
VEN01253,Sun Kanpur Creations Limited,Chemical Engineering,Ahmedabad,Naveen Shankar,60.4,42.37,56.11,48.32,48.35,13,6,41,12.28,None,Net 45 days,2023-12-21,2025-11-20,No,48.257,High Risk
VEN01254,Bhiwandi Developers & Associates,Gas Distribution,Moradabad,Gaurav Bhatia,74.9,73.06,75.49,78.45,70.84,0,21,158,80.42,None,Letter of Credit,2010-10-04,2025-11-30,No,70.9765,High Risk
VEN01255,Jabalpur Industries & Co,Carpentry & Woodwork,Jamnagar,Arjun Reddy,91.02,96.69,91.95,91.16,97.31,2,17,1203,322.03,ISO 9001,Net 90 days,2023-08-22,2025-03-14,No,88.614,Low Risk
VEN01256,Velocity Chennai Group & Associates,Agricultural Machinery,Maheshtala,Rohan Reddy,79.48,76.63,80.41,72.62,75.76,0,15,88,28.38,ISO 9001,Letter of Credit,2018-02-23,2025-09-16,No,73.1455,High Risk
VEN01257,Phoenix Navi Mumbai Networks & Partners,Road Construction,Ajmer,Rajesh Malhotra,73.39,80.5,66.96,65.48,73.31,3,13,104,14.03,None,Net 30 days,2013-08-12,2025-03-16,No,68.434,High Risk
VEN01258,Precision Systems Limited,Pipeline Installation,Madurai,Ramesh Gupta,67.54,68.79,68.99,77.89,76.19,5,13,152,96.66,None,Net 60 days,2013-11-07,2025-01-30,No,67.748,High Risk
VEN01259,Sri Ventures Private Limited,Fire Safety,Gulbarga,Amit Desai,56.41,60.0,52.83,51.72,66.36,10,9,134,19.24,None,Net 90 days,2021-07-16,2025-04-07,No,53.825,High Risk
VEN01260,Velocity Engineering Pvt Ltd,Airport Construction,Jaipur,Gaurav Kumar,68.62,60.6,73.12,69.04,59.47,5,12,176,89.88,None,Net 60 days,2016-03-07,2025-02-17,No,62.7215,High Risk
VEN01261,Urban Engineering Pvt Ltd,Pipeline Installation,Gulbarga,Ajay Desai,89.56,80.57,82.39,77.63,90.1,5,29,641,455.56,ISO 9001,Net 45 days,2004-10-12,2025-03-09,No,79.65350000000001,Medium Risk
VEN01262,Optimal Bhopal Contractors Pvt Ltd,Glass & Glazing,Visakhapatnam,Ajay Sharma,25.19,27.68,39.14,32.68,40.3,17,28,24,10.77,None,Letter of Credit,2022-09-27,2025-01-20,No,29.435499999999998,High Risk
VEN01263,Noida Innovations & Co,Petroleum Infrastructure,Bhavnagar,Vijay Tiwari,75.66,81.0,80.0,80.44,75.13,0,1,1676,85.76,ISO 9001,Net 60 days,2025-02-16,2025-05-29,No,74.4725,High Risk
VEN01264,Titan Innovations LLP,Mechanical Engineering,Mumbai,Dinesh Sinha,47.87,65.17,61.33,55.37,56.91,9,2,18,8.36,None,Net 45 days,2024-10-10,2025-09-24,No,53.36149999999999,High Risk
VEN01265,Zenith Suppliers & Co,Aerospace Engineering,Kalyan-Dombivali,Ashok Shankar,73.31,72.74,63.02,69.11,71.85,4,7,76,43.37,ISO 14001,Letter of Credit,2024-12-10,2025-04-08,No,66.72800000000001,High Risk
VEN01266,Optimal Networks LLP,Heavy Equipment,Bhopal,Mohit Reddy,79.39,78.85,82.81,86.25,78.21,3,15,1202,190.92,ISO 14001,Letter of Credit,2013-07-04,2025-02-02,No,76.87049999999999,Medium Risk
VEN01267,Metro Exports 880 & Partners,Scaffolding,Guwahati,Ramesh Pandey,74.92,78.39,75.7,79.75,83.93,3,24,137,80.85,ISO 14001,Net 90 days,2024-09-14,2025-08-08,No,74.1525,High Risk
VEN01268,Matrix Holdings & Partners,Mechanical Engineering,Amritsar,Arjun Kumar,48.33,39.05,51.44,45.54,44.27,7,11,35,15.56,None,"Advance 20%, Balance 80%",2018-08-18,2025-08-24,No,43.007,High Risk
VEN01269,Quality Builders Pvt Ltd,Landscaping,Bhavnagar,Ramesh Tiwari,93.07,96.35,90.59,96.54,96.31,1,8,1175,492.44,"ISO 9001, ISO 14001",Net 45 days,2023-03-07,2025-06-16,No,89.8305,Low Risk
VEN01270,Bareilly Ventures Pvt Ltd,Pipeline Installation,Ajmer,Rajesh Sharma,83.4,79.19,68.53,79.17,80.44,4,25,190,42.55,ISO 9001,Progress Payment,2003-06-05,2025-02-21,No,74.6675,High Risk
VEN01271,Sun Infrastructure Private Limited,Marine Engineering,Jhansi,Pankaj Agarwal,93.06,84.89,87.29,85.45,85.37,1,14,1990,91.85,"ISO 9001, ISO 14001",Net 90 days,2025-12-08,2025-07-18,No,83.182,Medium Risk
VEN01272,Nexus Creations & Associates,Aerospace Engineering,Patna,Amit Tiwari,75.33,84.51,78.24,69.13,79.13,0,9,62,73.12,ISO 9001,Net 45 days,2023-11-30,2025-02-17,No,73.166,High Risk
VEN01273,Vertex Platforms 324 & Co,Dam Engineering,Allahabad,Nikhil Pandey,77.29,76.98,78.54,80.16,77.95,0,18,895,219.24,ISO 9001,"Advance 20%, Balance 80%",2020-06-22,2025-08-21,No,74.224,High Risk
VEN01274,Metro Associates Inc,HVAC Systems,Madurai,Kiran Joshi,92.35,79.15,84.34,83.31,80.76,2,28,1476,124.92,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2015-10-25,2025-06-09,No,80.24450000000002,Medium Risk
VEN01275,Matrix Contractors & Partners,Fire Safety,Nagpur,Ravi Patel,47.29,61.64,45.66,53.98,54.43,6,29,31,15.68,None,Net 45 days,2001-12-17,2025-10-29,No,49.66000000000001,High Risk
VEN01276,Atlas Ludhiana Fabricators Private Limited,Security Systems,Saharanpur,Pankaj Rao,44.72,57.18,50.61,64.6,62.38,3,30,15,19.45,None,Net 60 days,2001-02-01,2025-05-30,No,52.3345,High Risk
VEN01277,Summit Associates & Sons,Plumbing & Sanitation,Jalgaon,Naveen Mehta,65.14,67.6,73.84,82.29,65.03,5,25,30,75.91,None,Letter of Credit,2017-02-21,2025-03-11,No,66.8435,High Risk
VEN01278,Summit Faridabad Suppliers Ltd,Plumbing & Sanitation,Mangalore,Naveen Reddy,44.55,38.83,41.07,50.14,53.43,6,27,42,14.97,None,"Advance 20%, Balance 80%",2021-05-19,2025-09-11,No,42.8065,High Risk
VEN01279,Royal Guntur Networks LLP,Waterproofing,Howrah,Manoj Patel,75.77,73.96,86.74,78.32,75.75,0,3,756,150.56,ISO 14001,Net 90 days,2024-04-10,2025-12-03,No,73.77199999999999,High Risk
VEN01280,Pegasus Fabricators Private Limited,Petroleum Infrastructure,Pune,Ankit Nair,69.6,60.64,62.38,71.03,62.89,6,11,97,20.77,None,"Advance 20%, Balance 80%",2019-09-04,2025-09-05,No,62.224500000000006,High Risk
VEN01281,Royal Ventures Limited,Civil Engineering,Asansol,Ramesh Rao,83.79,87.8,87.52,85.7,73.2,0,30,1522,386.7,ISO 9001,Net 30 days,1998-04-24,2025-10-22,No,79.7555,Medium Risk
VEN01282,Ghaziabad Creations & Co,Civil Engineering,Pimpri-Chinchwad,Sandeep Shankar,65.91,58.36,69.58,68.5,65.83,8,6,186,80.39,None,"Advance 20%, Balance 80%",2021-08-29,2025-09-25,No,61.761,High Risk
VEN01283,Ajmer Suppliers & Partners,Civil Engineering,Bhavnagar,Manoj Tiwari,90.76,95.07,94.79,97.68,97.92,1,16,365,392.03,"ISO 9001, OHSAS 18001",Net 30 days,2022-05-25,2025-09-25,No,90.0965,Low Risk
VEN01284,Urban Holdings & Sons,Civil Engineering,Tirunelveli,Deepak Joshi,76.58,60.69,64.78,63.7,61.52,2,11,193,99.63,ISO 9001,Progress Payment,2016-12-07,2025-01-14,No,62.868,High Risk
VEN01285,Ajmer Group & Associates,Electrical Works,Bangalore,Sachin Sharma,80.06,80.71,71.6,74.1,73.14,2,29,142,33.71,ISO 9001,Progress Payment,1998-09-17,2025-06-17,No,72.588,High Risk
VEN01286,Metro Logistics Private Limited,Fire Safety,Akola,Ajay Desai,79.9,78.13,82.85,86.66,82.3,1,8,1154,301.49,"ISO 9001, ISO 14001",Net 90 days,2020-12-21,2025-05-27,No,77.6555,Medium Risk
VEN01287,Jaipur Technologies & Associates,Food Processing,Ujjain,Vikram Desai,65.15,74.22,80.09,82.24,78.38,1,18,117,10.82,None,Letter of Credit,2012-09-21,2025-07-20,No,71.30000000000001,High Risk
VEN01288,India Traders Limited,Foundation Engineering,Kalyan-Dombivali,Amit Mehta,89.32,91.35,85.98,90.4,89.88,2,8,1247,125.82,ISO 9001,Letter of Credit,2024-07-27,2025-07-29,No,84.959,Medium Risk
VEN01289,Paramount Services & Co,Dam Engineering,Jalandhar,Deepak Kapoor,73.51,83.78,79.61,82.25,85.14,2,24,552,106.74,ISO 14001,Net 60 days,2003-10-21,2025-12-04,No,76.196,Medium Risk
VEN01290,Atlas Group 340 & Associates,Bridge Engineering,Solapur,Arjun Chopra,50.91,50.88,50.91,55.93,38.8,10,23,39,18.12,None,Net 45 days,2020-12-19,2025-03-14,No,47.046,High Risk
VEN01291,Guwahati Technologies Pvt Ltd,Wind Energy,Moradabad,Ajay Desai,73.01,62.62,72.31,66.96,64.22,8,9,102,82.15,None,Progress Payment,2023-06-26,2025-04-07,No,64.24799999999999,High Risk
VEN01292,Nova Vijayawada Imports Limited,Wind Energy,Guntur,Ajay Gupta,90.58,97.95,91.8,92.02,96.45,1,20,1387,121.39,"ISO 9001, ISO 14001",Net 30 days,2010-01-17,2025-04-18,No,88.8265,Low Risk
VEN01293,Dynamic Innovations & Co,Glass & Glazing,Jamshedpur,Sachin Pandey,55.93,53.4,48.53,63.6,48.47,9,14,21,7.36,None,Net 60 days,2019-12-03,2025-01-29,No,51.482499999999995,High Risk
VEN01294,Bharat Udaipur Projects & Associates,Electrical Works,Jabalpur,Sandeep Bhatia,81.24,89.38,74.54,87.35,83.46,1,12,1608,276.94,ISO 14001,Net 30 days,2017-01-20,2025-09-01,No,79.306,Medium Risk
VEN01295,Nova Guntur Innovations Ltd,Automotive Components,Agra,Ramesh Gupta,79.59,82.85,75.82,81.54,73.61,3,14,161,14.39,"ISO 9001, ISO 14001",Net 30 days,2016-02-29,2025-01-07,No,75.03999999999999,Medium Risk
VEN01296,Atlas Logistics Inc,Fire Safety,Chennai,Ramesh Kumar,58.75,52.85,69.52,59.42,57.13,5,12,154,45.92,None,Net 60 days,2015-01-14,2025-10-16,No,55.888999999999996,High Risk
VEN01297,Urban Aligarh Networks Pvt Ltd,Tile & Marble,Raipur,Vijay Chopra,82.34,79.5,86.19,87.4,85.7,3,21,1534,112.0,ISO 14001,Progress Payment,2009-02-17,2025-08-25,No,79.5985,Medium Risk
VEN01298,Titan Bhavnagar Infrastructure Private Limited,Marine Engineering,Asansol,Arjun Mishra,71.92,78.52,82.25,66.81,73.77,5,2,63,98.3,ISO 14001,Letter of Credit,2024-12-08,2025-06-27,No,70.199,High Risk
VEN01299,Kochi Services Pvt Ltd,Construction & Infrastructure,Siliguri,Abhishek Khanna,73.7,86.11,77.66,78.15,74.96,4,12,121,52.99,ISO 14001,Net 90 days,2019-06-20,2025-05-20,No,73.97,High Risk
VEN01300,Sigma Imports & Sons,Roofing,Lucknow,Rahul Bhatia,63.88,57.76,67.84,70.15,62.36,6,20,62,40.51,None,Net 60 days,2010-11-11,2025-10-18,No,60.782000000000004,High Risk
VEN01301,Noida Traders LLP,Aerospace Engineering,Noida,Ajay Pandey,62.71,60.82,69.41,65.46,54.54,2,12,103,37.27,None,Net 45 days,2020-01-12,2025-01-10,No,59.425999999999995,High Risk
VEN01302,Pinnacle Udaipur Ventures Inc,Cement & Concrete,Guntur,Abhishek Singh,81.77,87.96,84.36,86.03,77.0,4,28,1938,74.2,"ISO 9001, ISO 14001",Net 60 days,2015-02-16,2025-07-09,No,79.24449999999999,Medium Risk
VEN01303,Chandigarh Systems & Partners,Automotive Components,Warangal,Sandeep Sharma,70.53,64.41,60.78,68.71,66.87,6,8,189,16.46,None,"Advance 20%, Balance 80%",2018-07-18,2025-07-27,No,63.104,High Risk
VEN01304,Prime Solutions 480 & Sons,Waste Management,Bikaner,Ajay Shankar,74.45,85.59,80.27,75.07,76.42,2,29,186,43.67,None,Letter of Credit,2011-11-07,2025-09-22,No,74.14800000000001,High Risk
VEN01305,Bhilai Projects & Sons,Chemical Engineering,Raipur,Amit Pandey,77.73,70.72,72.96,77.66,68.24,4,4,187,46.79,None,Progress Payment,2022-12-17,2025-07-27,No,70.0885,High Risk
VEN01306,Excellence Technologies & Associates,Marine Engineering,Ludhiana,Vijay Mehta,78.42,65.21,59.21,59.54,61.21,8,26,171,99.74,ISO 9001,Net 90 days,2021-08-18,2025-07-31,No,62.217999999999996,High Risk
VEN01307,Velocity Exports 128 LLP,Civil Engineering,Kochi,Nitin Mishra,72.43,83.17,79.75,76.3,83.18,3,2,51,51.53,None,Net 30 days,2024-11-06,2025-10-18,No,74.291,High Risk
VEN01308,Galaxy Consultants Pvt Ltd,Tile & Marble,Kolkata,Rahul Khanna,72.36,78.97,68.56,63.83,74.02,5,20,65,94.97,None,Progress Payment,2010-09-09,2025-10-19,No,67.78699999999999,High Risk
VEN01309,Thane Manufacturers & Sons,Aerospace Engineering,Dehradun,Vijay Pandey,72.79,69.98,74.62,68.14,65.04,3,16,81,43.12,None,"Advance 20%, Balance 80%",2010-10-29,2025-06-09,No,66.62049999999999,High Risk
VEN01310,Sai Corporation Pvt Ltd,Heavy Equipment,Pimpri-Chinchwad,Ravi Joshi,68.15,70.45,65.67,67.42,63.68,2,7,32,64.32,None,Progress Payment,2022-06-18,2025-09-15,No,63.91400000000001,High Risk
VEN01311,Titan Varanasi Ventures & Associates,Textile Machinery,Siliguri,Sanjay Rao,86.89,84.87,90.93,78.81,88.92,2,1,501,366.62,"ISO 9001, ISO 14001",Progress Payment,2025-11-12,2025-04-19,No,81.336,Medium Risk
VEN01312,Chandigarh Traders & Associates,Railway Infrastructure,Chandigarh,Arjun Shankar,76.68,64.05,76.16,70.58,61.94,9,26,171,95.14,ISO 9001,Letter of Credit,2022-11-15,2025-09-27,No,66.361,High Risk
VEN01313,Vertex Systems Private Limited,Building Materials,Visakhapatnam,Deepak Mehta,57.6,65.48,58.77,55.51,59.88,3,19,145,81.07,None,Letter of Credit,2013-09-05,2025-02-21,No,56.2455,High Risk
VEN01314,Titan Jabalpur Developers & Sons,Food Processing,Bhubaneswar,Ashok Sinha,62.73,59.58,62.78,71.67,60.89,3,4,153,18.78,None,Letter of Credit,2022-01-30,2025-03-11,No,60.333000000000006,High Risk
VEN01315,India Kalyan-Dombivali Developers & Partners,HVAC Systems,Faridabad,Amit Pandey,76.65,78.18,76.45,78.85,71.27,5,14,151,37.08,ISO 14001,Net 60 days,2019-09-02,2025-03-29,No,72.4765,High Risk
VEN01316,Pegasus Industries Ltd,Scaffolding,Jaipur,Ashok Pandey,59.25,72.27,70.76,55.0,61.63,10,7,119,11.03,None,Letter of Credit,2025-12-02,2025-03-23,No,59.625,High Risk
VEN01317,City Associates & Partners,Glass & Glazing,Bhavnagar,Rajesh Desai,58.93,67.63,72.27,64.31,71.57,7,1,143,47.9,None,Net 45 days,2025-11-05,2025-01-17,No,62.3465,High Risk
VEN01318,Delta Industries Pvt Ltd,Steel & Metal Fabrication,Ranchi,Vishal Kapoor,93.01,96.14,90.22,90.26,96.27,0,13,1830,183.82,"ISO 9001, OHSAS 18001","Advance 20%, Balance 80%",2015-06-17,2025-07-09,No,88.50600000000001,Low Risk
VEN01319,Nexus Builders & Sons,Food Processing,Erode,Sanjay Bhatia,73.65,71.34,66.8,74.72,69.8,9,21,23,30.65,None,Net 30 days,2023-01-03,2025-06-19,No,67.6645,High Risk
VEN01320,Quantum Builders Private Limited,Waste Management,Tirunelveli,Rohan Kapoor,72.5,55.47,60.45,71.72,61.88,4,4,105,93.0,None,Progress Payment,2025-07-24,2025-02-05,No,61.712500000000006,High Risk
VEN01321,Velocity Industries 412 & Sons,Water Treatment,Mumbai,Deepak Verma,89.87,75.4,86.32,82.29,87.68,4,1,389,439.18,ISO 9001,Letter of Credit,2025-06-03,2025-03-04,No,79.9055,Medium Risk
VEN01322,Apex Jhansi Imports Limited,Telecommunication,Akola,Manoj Kumar,87.45,78.5,74.63,78.26,87.97,3,19,545,397.17,ISO 9001,Net 30 days,2022-04-14,2025-10-28,No,77.45449999999998,Medium Risk
VEN01323,Royal Platforms Inc,Heavy Equipment,Aurangabad,Prakash Patel,74.18,66.81,64.79,66.71,73.78,7,26,174,50.84,None,Progress Payment,2003-10-29,2025-10-28,No,65.68450000000001,High Risk
VEN01324,Apex Builders & Sons,Chemical Engineering,Bareilly,Mohit Sharma,36.88,55.61,50.53,33.88,36.0,17,9,39,16.37,None,"Advance 20%, Balance 80%",2017-05-28,2025-01-18,No,39.247499999999995,High Risk
VEN01325,Zenith Srinagar Associates & Associates,Aerospace Engineering,Kochi,Ashok Singh,73.0,65.5,73.66,65.06,57.56,8,9,77,37.91,None,Net 90 days,2018-07-31,2025-02-11,No,63.645,High Risk
VEN01326,Lucknow Innovations & Partners,Wind Energy,Jalgaon,Vijay Sharma,78.76,76.2,82.74,81.08,74.81,3,29,87,99.51,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2012-05-19,2025-03-06,No,74.6285,High Risk
VEN01327,Stellar Contractors & Partners,Aerospace Engineering,Belgaum,Ravi Singh,71.61,81.0,80.77,67.12,64.9,4,25,169,90.19,None,Net 60 days,2009-10-17,2025-02-15,No,69.17699999999999,High Risk
VEN01328,Matrix Imports Private Limited,Security Systems,Pune,Nikhil Chopra,78.49,75.93,83.18,77.99,78.67,4,19,136,23.65,"ISO 9001, ISO 14001",Net 60 days,2019-04-19,2025-03-24,No,74.484,High Risk
VEN01329,Precision Technologies Limited,Dam Engineering,Delhi,Ashok Pandey,90.88,79.2,85.96,90.59,90.68,0,30,1872,479.24,ISO 9001,Net 90 days,2020-01-03,2025-05-13,No,83.174,Medium Risk
VEN01330,Titan Traders & Partners,Food Processing,Jalandhar,Sumit Khanna,71.69,60.66,67.86,73.07,59.44,5,16,139,63.03,None,Letter of Credit,2015-12-24,2025-11-03,No,63.51349999999999,High Risk
VEN01331,Om Associates LLP,Mechanical Engineering,Kota,Sandeep Gupta,59.62,71.73,64.01,75.21,68.94,4,10,71,24.76,None,Letter of Credit,2023-10-12,2025-08-07,No,64.0355,High Risk
VEN01332,Kalyan-Dombivali Consultants Limited,Waterproofing,Varanasi,Ashok Joshi,91.06,92.26,91.38,93.26,84.07,1,23,564,356.02,"ISO 14001, OHSAS 18001","Advance 20%, Balance 80%",2017-05-20,2025-06-17,No,86.1365,Low Risk
VEN01333,Sun Traders Ltd,Pipeline Installation,Kanpur,Deepak Agarwal,87.11,74.28,79.87,88.8,77.81,4,11,688,289.27,ISO 9001,Progress Payment,2024-09-28,2025-10-10,No,77.84549999999999,Medium Risk
VEN01334,Metro Solutions & Sons,Airport Construction,Raipur,Mukesh Gupta,55.04,58.97,65.29,56.14,52.73,7,26,27,53.17,None,Progress Payment,2006-11-27,2025-03-02,No,54.135000000000005,High Risk
VEN01335,Gamma Developers Pvt Ltd,Industrial Automation,Kolkata,Sanjay Tiwari,54.27,69.58,70.16,52.5,69.81,7,18,122,96.8,None,"Advance 20%, Balance 80%",2021-04-03,2025-02-08,No,58.629,High Risk
VEN01336,Cuttack Exports & Partners,Food Processing,Nellore,Nikhil Verma,42.74,57.01,39.7,57.1,57.2,23,12,31,4.3,None,Net 60 days,2023-05-27,2025-04-10,No,46.892,High Risk
VEN01337,Universal Tiruppur Constructions LLP,Textile Machinery,Faridabad,Naveen Kapoor,50.18,56.58,64.12,53.67,59.85,7,22,40,23.51,None,Net 45 days,2025-06-18,2025-09-24,No,52.8405,High Risk
VEN01338,India Manufacturers & Partners,Pharmaceutical Infrastructure,Chandigarh,Mukesh Nair,35.88,41.23,32.57,50.03,30.91,13,13,31,3.5,None,Progress Payment,2015-06-23,2025-06-28,No,36.094,High Risk
VEN01339,Excellence Enterprises & Sons,Road Construction,Ludhiana,Vishal Pandey,61.78,72.77,60.86,70.69,57.37,10,30,107,36.31,None,Net 30 days,2001-08-02,2025-09-03,No,61.3715,High Risk
VEN01340,Alpha Gorakhpur Industries LLP,Security Systems,Ulhasnagar,Ravi Shankar,67.54,74.93,76.31,65.73,78.58,4,8,54,46.12,None,"Advance 20%, Balance 80%",2018-06-30,2025-03-11,No,68.0505,High Risk
VEN01341,Titan Innovations & Partners,Paints & Coatings,Mumbai,Rahul Nair,90.39,92.16,94.54,90.9,87.39,2,5,817,83.13,None,Net 45 days,2022-11-09,2025-06-11,No,86.399,Low Risk
VEN01342,Mangalore Industries Limited,Bridge Engineering,Bhubaneswar,Rajesh Joshi,76.99,73.62,72.02,73.78,63.98,4,21,115,92.3,ISO 9001,Letter of Credit,2024-03-15,2025-05-03,No,68.9275,High Risk
VEN01343,India Contractors Limited,Carpentry & Woodwork,Bangalore,Sumit Rao,70.35,58.65,72.27,62.63,60.1,10,26,139,84.41,None,Net 45 days,2007-06-16,2025-09-18,No,61.199000000000005,High Risk
VEN01344,Phoenix Lucknow Group Inc,Road Construction,Srinagar,Anil Verma,90.68,87.72,82.57,82.24,87.21,5,14,1550,405.23,"ISO 9001, ISO 14001",Progress Payment,2020-02-26,2025-07-09,No,81.87899999999999,Medium Risk
VEN01345,Apex Ajmer Networks & Sons,Tunnel Construction,Coimbatore,Sumit Agarwal,89.32,81.24,77.22,89.91,87.49,2,8,1931,283.34,ISO 9001,Net 30 days,2024-03-07,2025-01-28,No,81.1665,Medium Risk
